iso_time,chainlink_ts,binance_ts,binance_redis_ts,fair_value_redis_ts,time_to_expiry_ms,time_to_expiry_sec,strike_price,chainlink_price,binance_btcusdc_price,annualized_sigma_5m,annualized_sigma_10m,fair_value_sigma_5m,fair_value_sigma_10m,fair_value_deribit_iv,yes_bid,yes_ask,yes_execution_side,yes_exec_price_raw,yes_exec_price_fee_adj,taker_fee_rate,no_bid,no_ask,f_sigma_5m,g_sigma_5m,f_minus_g_sigma_5m,trade_signal_sigma_5m,f_sigma_10m,g_sigma_10m,f_minus_g_sigma_10m,trade_signal_sigma_10m,f_deribit_iv,g_deribit_iv,f_minus_g_deribit_iv,trade_signal_deribit_iv
2026-05-12T22:15:59.827Z,1778624158000,1778624159191,1778624159827,1778624159827,840173,840,80611.62,80598.06,80613.61,0.254857,0.488587,0.507228,0.503404,0.463138,0.410000,0.430000,buy,0.430000,0.437740,0.018000,0.570000,0.590000,0.069488,,,0,0.065664,,,0,0.025398,,,0
2026-05-12T22:16:00.342Z,1778624159000,1778624159191,1778624160342,1778624160342,839658,840,80611.62,80598.42,80613.61,0.254857,0.488587,0.507230,0.503406,0.464075,0.410000,0.420000,buy,0.420000,0.427560,0.018000,0.580000,0.590000,0.079670,,,0,0.075846,,,0,0.036515,,,0
2026-05-12T22:16:01.968Z,1778624160000,1778624161225,1778624161968,1778624161968,838032,838,80611.62,80597.73,80613.61,0.254857,0.488587,0.507238,0.503410,0.462190,0.410000,0.420000,buy,0.420000,0.427560,0.018000,0.580000,0.590000,0.079678,,,0,0.075850,,,0,0.034630,,,0
2026-05-12T22:16:03.598Z,1778624162000,1778624163414,1778624163598,1778624163598,836402,836,80611.62,80597.90,80613.61,0.254857,0.488587,0.507245,0.503414,0.462620,0.410000,0.420000,buy,0.420000,0.427560,0.018000,0.580000,0.590000,0.079685,,,0,0.075854,,,0,0.035060,,,0
2026-05-12T22:16:04.218Z,1778624163000,1778624163414,1778624164218,1778624164218,835782,836,80611.62,80597.90,80613.61,0.254857,0.488587,0.507248,0.503416,0.462606,0.410000,0.420000,buy,0.420000,0.427560,0.018000,0.580000,0.590000,0.079688,,,0,0.075856,,,0,0.035046,,,0
2026-05-12T22:16:05.316Z,1778624164000,1778624164143,1778624165316,1778624165316,834684,835,80611.62,80598.80,80613.61,0.254857,0.488587,0.507253,0.503419,0.465007,0.410000,0.420000,buy,0.420000,0.427560,0.018000,0.580000,0.590000,0.079693,,,0,0.075859,,,0,0.037447,,,0
2026-05-12T22:16:06.588Z,1778624165000,1778624166347,1778624166588,1778624166588,833412,833,80611.62,80598.79,80616.61,0.254857,0.488587,0.518585,0.509332,0.464954,0.410000,0.460000,buy,0.460000,0.468280,0.018000,0.540000,0.590000,0.050305,,,0,0.041052,,,0,-0.003326,,,0
2026-05-12T22:16:07.180Z,1778624166000,1778624166347,1778624167180,1778624167180,832820,833,80611.62,80600.20,80616.61,0.254857,0.488587,0.518591,0.509336,0.468732,0.420000,0.430000,buy,0.430000,0.437740,0.018000,0.570000,0.580000,0.080851,,,0,0.071596,,,0,0.030992,,,0
2026-05-12T22:16:07.268Z,1778624166000,1778624166347,1778624167268,1778624167268,832732,833,80611.62,80600.20,80616.61,0.254857,0.488587,0.518592,0.509336,0.468731,0.430000,0.440000,buy,0.440000,0.447920,0.018000,0.560000,0.570000,0.070672,,,0,0.061416,,,0,0.020811,,,0
2026-05-12T22:16:07.916Z,1778624166000,1778624167358,1778624167916,1778624167916,832084,832,80611.62,80600.20,80622.24,0.254857,0.488587,0.539784,0.520413,0.468719,0.430000,0.470000,buy,0.470000,0.478460,0.018000,0.530000,0.570000,0.061324,,,0,0.041953,,,0,-0.009741,,,0
2026-05-12T22:16:07.998Z,1778624166000,1778624167358,1778624167998,1778624167998,832002,832,80611.62,80600.20,80622.24,0.254857,0.488587,0.539786,0.520414,0.468717,0.440000,0.470000,buy,0.470000,0.478460,0.018000,0.530000,0.560000,0.061326,0.073105,-0.011779,0,0.041954,0.066095,-0.024140,0,-0.009743,0.024283,-0.034026,0
2026-05-12T22:16:08.524Z,1778624167000,1778624168417,1778624168524,1778624168524,831476,831,80611.62,80600.25,80627.40,0.254857,0.488587,0.559194,0.530597,0.468851,0.450000,0.490000,buy,0.490000,0.498820,0.018000,0.510000,0.550000,0.060374,0.072289,-0.011915,0,0.031777,0.063724,-0.031947,0,0.026951,0.020769,0.006182,0
2026-05-12T22:16:09.459Z,1778624168000,1778624169335,1778624169459,1778624169459,830541,831,80611.62,80605.15,80628.04,0.254857,0.488587,0.561621,0.531874,0.482083,0.480000,0.500000,buy,0.500000,0.509000,0.018000,0.500000,0.520000,0.052621,0.070360,-0.017738,0,0.022874,0.059317,-0.036443,0,0.010723,0.019813,-0.009090,0
2026-05-12T22:16:09.673Z,1778624168000,1778624169335,1778624169673,1778624169673,830327,830,80611.62,80605.15,80628.04,0.254857,0.488587,0.561629,0.531878,0.482081,0.490000,0.500000,buy,0.500000,0.509000,0.018000,0.500000,0.510000,0.052629,0.067654,-0.015025,0,0.022878,0.054019,-0.031141,0,0.000901,0.017422,-0.016521,0
2026-05-12T22:16:09.770Z,1778624168000,1778624169335,1778624169770,1778624169770,830230,830,80611.62,80605.15,80628.04,0.254857,0.488587,0.561633,0.531880,0.482080,0.490000,0.510000,buy,0.510000,0.519180,0.018000,0.490000,0.510000,0.042453,0.064948,-0.022496,0,0.012700,0.048722,-0.036022,0,0.000900,0.014006,-0.013106,0
2026-05-12T22:16:09.869Z,1778624168000,1778624169335,1778624169869,1778624169869,830131,830,80611.62,80605.15,80628.04,0.254857,0.488587,0.561636,0.531882,0.482079,0.500000,0.510000,buy,0.510000,0.519180,0.018000,0.490000,0.500000,0.042456,0.061225,-0.018768,0,0.012702,0.042406,-0.029704,0,-0.008921,0.010591,-0.019513,0
2026-05-12T22:16:10.233Z,1778624169000,1778624169335,1778624170233,1778624170233,829767,830,80611.62,80605.43,80628.04,0.254857,0.488587,0.561650,0.531889,0.482848,0.510000,0.520000,buy,0.520000,0.529360,0.018000,0.480000,0.490000,0.032290,0.057501,-0.025211,0,0.002529,0.036090,-0.033561,0,-0.017972,0.005955,-0.023926,0
2026-05-12T22:16:10.540Z,1778624169000,1778624170422,1778624170540,1778624170540,829460,829,80611.62,80605.43,80634.36,0.254857,0.488587,0.585138,0.544297,0.482845,0.510000,0.530000,buy,0.530000,0.539540,0.018000,0.470000,0.490000,0.045598,0.055700,-0.010102,0,0.004757,0.032238,-0.027481,0,-0.017975,0.004490,-0.022465,0
2026-05-12T22:16:10.654Z,1778624169000,1778624170422,1778624170654,1778624170654,829346,829,80611.62,80605.43,80634.36,0.254857,0.488587,0.585144,0.544300,0.482844,0.520000,0.530000,buy,0.530000,0.539540,0.018000,0.470000,0.480000,0.045604,0.052174,-0.006570,0,0.004760,0.025554,-0.020794,0,-0.027796,-0.000407,-0.027389,0
2026-05-12T22:16:11.256Z,1778624170000,1778624170422,1778624171256,1778624171256,828744,829,80611.62,80608.81,80634.36,0.254857,0.488587,0.585175,0.544317,0.492011,0.520000,0.530000,buy,0.530000,0.539540,0.018000,0.470000,0.480000,0.045635,0.049668,-0.004033,0,0.004777,0.019889,-0.015112,0,-0.018629,-0.005267,-0.013362,0
2026-05-12T22:16:11.374Z,1778624170000,1778624170422,1778624171374,1778624171374,828626,829,80611.62,80608.81,80634.36,0.254857,0.488587,0.585181,0.544320,0.492010,0.520000,0.540000,buy,0.540000,0.549720,0.018000,0.460000,0.480000,0.035461,0.048099,-0.012638,0,-0.005400,0.016171,-0.021571,0,-0.018630,-0.006156,-0.012474,0
2026-05-12T22:16:11.413Z,1778624170000,1778624170422,1778624171413,1778624171413,828587,829,80611.62,80608.81,80634.36,0.254857,0.488587,0.585183,0.544321,0.492010,0.520000,0.530000,buy,0.530000,0.539540,0.018000,0.470000,0.480000,0.045643,0.045512,0.000130,0,0.004781,0.011435,-0.006654,0,-0.018630,-0.007045,-0.011585,0
