iso_time,chainlink_ts,binance_ts,binance_redis_ts,fair_value_redis_ts,time_to_expiry_ms,time_to_expiry_sec,strike_price,chainlink_price,binance_btcusdc_price,annualized_sigma_5m,annualized_sigma_10m,fair_value_sigma_5m,fair_value_sigma_10m,fair_value_deribit_iv,yes_bid,yes_ask,yes_execution_side,yes_exec_price_raw,yes_exec_price_fee_adj,taker_fee_rate,no_bid,no_ask,f_sigma_5m,g_sigma_5m,f_minus_g_sigma_5m,trade_signal_sigma_5m,f_sigma_10m,g_sigma_10m,f_minus_g_sigma_10m,trade_signal_sigma_10m,f_deribit_iv,g_deribit_iv,f_minus_g_deribit_iv,trade_signal_deribit_iv
2026-05-14T20:30:55.954Z,1778790654000,1778790655431,1778790655954,1778790655954,844046,844,81272.91,81282.88,81296.42,0.453317,0.461490,0.548633,0.547759,0.525466,0.540000,0.550000,buy,0.550000,0.559900,0.018000,0.450000,0.460000,-0.011267,,,0,-0.012141,,,0,-0.004814,,,0
2026-05-14T20:30:56.763Z,1778790655000,1778790656429,1778790656763,1778790656763,843237,843,81272.91,81282.78,81296.42,0.453317,0.461490,0.548657,0.547782,0.525203,0.540000,0.550000,buy,0.550000,0.559900,0.018000,0.450000,0.460000,-0.011243,,,0,-0.012118,,,0,-0.005077,,,0
2026-05-14T20:30:57.476Z,1778790656000,1778790657408,1778790657476,1778790657476,842524,843,81272.91,81281.08,81296.42,0.453317,0.461490,0.548677,0.547803,0.520820,0.540000,0.550000,buy,0.550000,0.559900,0.018000,0.450000,0.460000,-0.011223,,,0,-0.012097,,,0,-0.009460,,,0
2026-05-14T20:30:58.369Z,1778790657000,1778790657408,1778790658369,1778790658369,841631,842,81272.91,81280.81,81296.42,0.453317,0.461490,0.548704,0.547829,0.520134,0.540000,0.550000,buy,0.550000,0.559900,0.018000,0.450000,0.460000,-0.011196,,,0,-0.012071,,,0,-0.010146,,,0
2026-05-14T20:31:00.806Z,1778790659000,1778790660422,1778790660806,1778790660806,839194,839,81272.91,81280.53,81296.42,0.453317,0.461490,0.548775,0.547899,0.519431,0.540000,0.550000,buy,0.550000,0.559900,0.018000,0.450000,0.460000,-0.011125,,,0,-0.012001,,,0,-0.010849,,,0
2026-05-14T20:31:00.970Z,1778790659000,1778790660422,1778790660970,1778790660970,839030,839,81272.91,81280.53,81296.42,0.453317,0.461490,0.548780,0.547904,0.519433,0.530000,0.550000,buy,0.550000,0.559900,0.018000,0.450000,0.470000,-0.011120,,,0,-0.011996,,,0,-0.001027,,,0
2026-05-14T20:31:01.596Z,1778790660000,1778790661431,1778790661596,1778790661596,838404,838,81272.91,81279.90,81296.42,0.453317,0.461490,0.548799,0.547922,0.517808,0.530000,0.550000,buy,0.550000,0.559900,0.018000,0.450000,0.470000,-0.011101,,,0,-0.011978,,,0,-0.002652,,,0
2026-05-14T20:31:02.890Z,1778790661000,1778790662431,1778790662890,1778790662890,837110,837,81272.91,81281.15,81296.42,0.453317,0.461490,0.548837,0.547960,0.521069,0.530000,0.550000,buy,0.550000,0.559900,0.018000,0.450000,0.470000,-0.011063,,,0,-0.011940,,,0,0.000609,,,0
2026-05-14T20:31:02.936Z,1778790661000,1778790662431,1778790662936,1778790662936,837064,837,81272.91,81281.15,81296.42,0.453317,0.461490,0.548838,0.547961,0.521070,0.540000,0.550000,buy,0.550000,0.559900,0.018000,0.450000,0.460000,-0.011062,,,0,-0.011939,,,0,-0.009210,,,0
2026-05-14T20:31:03.864Z,1778790662000,1778790663408,1778790663864,1778790663864,836136,836,81272.91,81281.45,81296.42,0.453317,0.461490,0.548866,0.547988,0.521854,0.540000,0.550000,buy,0.550000,0.559900,0.018000,0.450000,0.460000,-0.011034,,,0,-0.011912,,,0,-0.008426,,,0
2026-05-14T20:31:04.746Z,1778790663000,1778790664430,1778790664746,1778790664746,835254,835,81272.91,81282.14,81296.42,0.453317,0.461490,0.548892,0.548014,0.523675,0.540000,0.550000,buy,0.550000,0.559900,0.018000,0.450000,0.460000,-0.011008,-0.011144,0.000135,0,-0.011886,-0.012019,0.000133,0,-0.006605,-0.006105,-0.000500,0
2026-05-14T20:31:05.422Z,1778790664000,1778790664430,1778790665422,1778790665422,834578,835,81272.91,81282.46,81296.42,0.453317,0.461490,0.548912,0.548033,0.524517,0.530000,0.540000,buy,0.540000,0.549720,0.018000,0.460000,0.470000,-0.000808,-0.011118,0.010309,0,-0.001687,-0.011994,0.010307,0,0.004057,-0.006284,0.010341,0
2026-05-14T20:31:05.548Z,1778790664000,1778790665428,1778790665548,1778790665548,834452,834,81272.91,81282.46,81273.01,0.453317,0.461490,0.499745,0.499733,0.524519,0.490000,0.500000,buy,0.500000,0.509000,0.018000,0.500000,0.510000,-0.009255,-0.010074,0.000819,0,-0.009267,-0.010951,0.001684,0,0.015519,-0.005371,0.020890,0
2026-05-14T20:31:05.984Z,1778790664000,1778790665428,1778790665984,1778790665984,834016,834,81272.91,81282.46,81273.01,0.453317,0.461490,0.499746,0.499733,0.524525,0.480000,0.500000,buy,0.500000,0.509000,0.018000,0.500000,0.520000,-0.009254,-0.009877,0.000623,0,-0.009267,-0.010668,0.001401,0,0.015525,-0.002873,0.018398,0
2026-05-14T20:31:06.796Z,1778790665000,1778790666429,1778790666796,1778790666796,833204,833,81272.91,81278.97,81277.89,0.453317,0.461490,0.510025,0.509831,0.515448,0.470000,0.500000,buy,0.500000,0.509000,0.018000,0.500000,0.530000,0.001025,-0.009683,0.010708,0,0.000831,-0.010387,0.011218,0,0.006448,-0.000306,0.006754,0
2026-05-14T20:31:06.799Z,1778790665000,1778790666429,1778790666799,1778790666799,833201,833,81272.91,81278.97,81277.89,0.453317,0.461490,0.510025,0.509831,0.515448,0.490000,0.500000,buy,0.500000,0.509000,0.018000,0.500000,0.510000,0.001025,-0.008468,0.009493,0,0.000831,-0.009104,0.009935,0,0.006448,0.001424,0.005024,0
