iso_time,chainlink_ts,binance_ts,binance_redis_ts,fair_value_redis_ts,time_to_expiry_ms,time_to_expiry_sec,strike_price,chainlink_price,binance_btcusdc_price,annualized_sigma_5m,annualized_sigma_10m,fair_value_sigma_5m,fair_value_sigma_10m,fair_value_deribit_iv,yes_bid,yes_ask,yes_execution_side,yes_exec_price_raw,yes_exec_price_fee_adj,taker_fee_rate,no_bid,no_ask,f_sigma_5m,g_sigma_5m,f_minus_g_sigma_5m,trade_signal_sigma_5m,f_sigma_10m,g_sigma_10m,f_minus_g_sigma_10m,trade_signal_sigma_10m,f_deribit_iv,g_deribit_iv,f_minus_g_deribit_iv,trade_signal_deribit_iv
2026-05-10T07:00:24.134Z,1778396423000,1778396423423,1778396424134,1778396424134,875866,876,80720.73,80736.59,80752.01,0.102121,0.108084,0.764077,0.751669,0.541622,0.620000,0.630000,buy,0.630000,0.641340,0.018000,0.370000,0.380000,0.122737,,,0,0.110329,,,0,-0.067218,,,0
2026-05-10T07:00:25.100Z,1778396424000,1778396424408,1778396425100,1778396425100,874900,875,80720.73,80736.67,80752.01,0.102121,0.108084,0.764199,0.751787,0.541857,0.620000,0.630000,buy,0.630000,0.641340,0.018000,0.370000,0.380000,0.122859,,,0,0.110447,,,0,-0.066983,,,0
2026-05-10T07:00:26.162Z,1778396425000,1778396425333,1778396426162,1778396426162,873838,874,80720.73,80736.62,80752.01,0.102121,0.108084,0.764334,0.751918,0.541746,0.620000,0.630000,buy,0.630000,0.641340,0.018000,0.370000,0.380000,0.122994,,,0,0.110578,,,0,-0.067094,,,0
2026-05-10T07:00:27.132Z,1778396426000,1778396425333,1778396427132,1778396427132,872868,873,80720.73,80736.63,80752.01,0.102121,0.108084,0.764457,0.752038,0.541807,0.620000,0.630000,buy,0.630000,0.641340,0.018000,0.370000,0.380000,0.123117,,,0,0.110698,,,0,-0.067033,,,0
2026-05-10T07:00:28.152Z,1778396427000,1778396427357,1778396428152,1778396428152,871848,872,80720.73,80736.62,80752.01,0.102121,0.108084,0.764587,0.752164,0.541807,0.620000,0.630000,buy,0.630000,0.641340,0.018000,0.370000,0.380000,0.123247,,,0,0.110824,,,0,-0.067033,,,0
2026-05-10T07:00:29.041Z,1778396428000,1778396428409,1778396429041,1778396429041,870959,871,80720.73,80736.57,80752.01,0.102121,0.108084,0.764700,0.752274,0.541694,0.620000,0.630000,buy,0.630000,0.641340,0.018000,0.370000,0.380000,0.123360,,,0,0.110934,,,0,-0.067146,,,0
2026-05-10T07:00:30.030Z,1778396429000,1778396428409,1778396430030,1778396430030,869970,870,80720.73,80736.65,80752.01,0.102121,0.108084,0.764826,0.752397,0.541921,0.620000,0.630000,buy,0.630000,0.641340,0.018000,0.370000,0.380000,0.123486,,,0,0.111057,,,0,-0.066919,,,0
2026-05-10T07:00:30.979Z,1778396430000,1778396428409,1778396430979,1778396430979,869021,869,80720.73,80736.67,80752.01,0.102121,0.108084,0.764947,0.752515,0.542010,0.620000,0.630000,buy,0.630000,0.641340,0.018000,0.370000,0.380000,0.123607,,,0,0.111175,,,0,-0.066830,,,0
2026-05-10T07:00:31.927Z,1778396431000,1778396431429,1778396431927,1778396431927,868073,868,80720.73,80736.69,80752.01,0.102121,0.108084,0.765069,0.752632,0.542073,0.620000,0.630000,buy,0.630000,0.641340,0.018000,0.370000,0.380000,0.123729,,,0,0.111292,,,0,-0.066767,,,0
2026-05-10T07:00:33.269Z,1778396432000,1778396431429,1778396433269,1778396433269,866731,867,80720.73,80736.69,80752.01,0.102121,0.108084,0.765241,0.752799,0.542102,0.620000,0.630000,buy,0.630000,0.641340,0.018000,0.370000,0.380000,0.123901,,,0,0.111459,,,0,-0.066738,,,0
2026-05-10T07:00:34.333Z,1778396433000,1778396433418,1778396434333,1778396434333,865667,866,80720.73,80736.71,80757.86,0.102121,0.108084,0.804922,0.791572,0.542197,0.620000,0.630000,buy,0.630000,0.641340,0.018000,0.370000,0.380000,0.163582,0.123304,0.040278,1,0.150232,0.110879,0.039353,0,-0.066643,-0.066976,0.000333,0
2026-05-10T07:00:35.353Z,1778396434000,1778396434384,1778396435353,1778396435353,864647,865,80720.73,80736.83,80757.86,0.102121,0.108084,0.805061,0.791710,0.542531,0.620000,0.630000,buy,0.630000,0.641340,0.018000,0.370000,0.380000,0.163721,0.127388,0.036333,0,0.150370,0.114870,0.035500,0,-0.066309,-0.066918,0.000609,0
2026-05-10T07:00:36.329Z,1778396435000,1778396435301,1778396436329,1778396436329,863671,864,80720.73,80737.60,80757.86,0.102121,0.108084,0.805195,0.791841,0.544602,0.620000,0.630000,buy,0.630000,0.641340,0.018000,0.370000,0.380000,0.163855,0.131474,0.032381,0,0.150501,0.118862,0.031639,0,-0.064238,-0.066851,0.002613,0
2026-05-10T07:00:37.355Z,1778396436000,1778396436358,1778396437355,1778396437355,862645,863,80720.73,80739.22,80757.86,0.102121,0.108084,0.805336,0.791980,0.548920,0.620000,0.630000,buy,0.630000,0.641340,0.018000,0.370000,0.380000,0.163996,0.135561,0.028436,0,0.150640,0.122854,0.027786,0,-0.059920,-0.066566,0.006646,0
2026-05-10T07:00:38.380Z,1778396437000,1778396437419,1778396438380,1778396438380,861620,862,80720.73,80740.28,80757.86,0.102121,0.108084,0.805477,0.792119,0.551772,0.620000,0.630000,buy,0.630000,0.641340,0.018000,0.370000,0.380000,0.164137,0.139648,0.024489,0,0.150779,0.126848,0.023930,0,-0.057068,-0.065854,0.008786,0
2026-05-10T07:00:39.419Z,1778396438000,1778396438391,1778396439419,1778396439419,860581,861,80720.73,80740.91,80757.86,0.102121,0.108084,0.805620,0.792259,0.553461,0.620000,0.630000,buy,0.630000,0.641340,0.018000,0.370000,0.380000,0.164280,0.143738,0.020543,0,0.150919,0.130844,0.020075,0,-0.055379,-0.064858,0.009478,0
2026-05-10T07:00:39.879Z,1778396439000,1778396439411,1778396439879,1778396439879,860121,860,80720.73,80740.91,80757.86,0.102121,0.108084,0.805684,0.792322,0.553475,0.620000,0.630000,buy,0.630000,0.641340,0.018000,0.370000,0.380000,0.164344,0.147830,0.016514,0,0.150982,0.134842,0.016139,0,-0.055365,-0.063681,0.008316,0
2026-05-10T07:00:40.939Z,1778396440000,1778396440420,1778396440939,1778396440939,859061,859,80720.73,80740.94,80757.86,0.102121,0.108084,0.805830,0.792466,0.553609,0.620000,0.630000,buy,0.630000,0.641340,0.018000,0.370000,0.380000,0.164490,0.151915,0.012575,0,0.151126,0.138835,0.012291,0,-0.055231,-0.062526,0.007294,0
2026-05-10T07:00:41.631Z,1778396440000,1778396440420,1778396441631,1778396441631,858369,858,80720.73,80740.94,80757.86,0.102121,0.108084,0.805926,0.792560,0.553630,0.600000,0.630000,buy,0.630000,0.641340,0.018000,0.370000,0.400000,0.164586,0.156004,0.008582,0,0.151220,0.142830,0.008390,0,-0.035570,-0.061366,0.025796,0
2026-05-10T07:00:41.694Z,1778396440000,1778396440420,1778396441694,1778396441694,858306,858,80720.73,80740.94,80757.86,0.102121,0.108084,0.805935,0.792568,0.553632,0.610000,0.620000,buy,0.620000,0.631160,0.018000,0.380000,0.390000,0.174775,0.160089,0.014685,0,0.161408,0.146823,0.014586,0,-0.045388,-0.058246,0.012859,0
2026-05-10T07:00:42.018Z,1778396441000,1778396440420,1778396442018,1778396442018,857982,858,80720.73,80739.09,80757.86,0.102121,0.108084,0.805979,0.792612,0.548704,0.610000,0.620000,buy,0.620000,0.631160,0.018000,0.380000,0.390000,0.174819,0.165177,0.009643,0,0.161452,0.151818,0.009635,0,-0.050316,-0.056111,0.005795,0
2026-05-10T07:00:43.086Z,1778396442000,1778396442283,1778396443086,1778396443086,856914,857,80720.73,80738.90,80757.86,0.102121,0.108084,0.806127,0.792758,0.548237,0.610000,0.620000,buy,0.620000,0.631160,0.018000,0.380000,0.390000,0.174967,0.166300,0.008667,0,0.161598,0.152940,0.008658,0,-0.050783,-0.054479,0.003696,0
2026-05-10T07:00:44.123Z,1778396443000,1778396443429,1778396444123,1778396444123,855877,856,80720.73,80738.83,80757.86,0.102121,0.108084,0.806271,0.792899,0.548093,0.610000,0.620000,buy,0.620000,0.631160,0.018000,0.380000,0.390000,0.175111,0.167425,0.007686,0,0.161739,0.154062,0.007677,0,-0.050927,-0.052926,0.001999,0
2026-05-10T07:00:45.157Z,1778396444000,1778396443429,1778396445157,1778396445157,854843,855,80720.73,80738.21,80757.86,0.102121,0.108084,0.806415,0.793040,0.546456,0.610000,0.620000,buy,0.620000,0.631160,0.018000,0.380000,0.390000,0.175255,0.168551,0.006704,0,0.161880,0.155186,0.006694,0,-0.052564,-0.051595,-0.000969,0
2026-05-10T07:00:46.832Z,1778396445000,1778396446408,1778396446832,1778396446832,853168,853,80720.73,80737.74,80757.86,0.102121,0.108084,0.806648,0.793269,0.545251,0.590000,0.610000,buy,0.610000,0.620980,0.018000,0.390000,0.410000,0.185668,0.169676,0.015991,0,0.172289,0.156310,0.015979,0,-0.034129,-0.050859,0.016730,0
2026-05-10T07:00:46.881Z,1778396445000,1778396446408,1778396446881,1778396446881,853119,853,80720.73,80737.74,80757.86,0.102121,0.108084,0.806654,0.793276,0.545252,0.590000,0.600000,buy,0.600000,0.610800,0.018000,0.400000,0.410000,0.195854,0.171830,0.024025,0,0.182476,0.158461,0.024015,0,-0.034128,-0.048565,0.014437,0
2026-05-10T07:00:47.681Z,1778396446000,1778396447416,1778396447681,1778396447681,852319,852,80720.73,80737.74,80757.86,0.102121,0.108084,0.806766,0.793386,0.545275,0.590000,0.600000,buy,0.600000,0.610800,0.018000,0.400000,0.410000,0.195966,0.174987,0.020979,0,0.182586,0.161617,0.020969,0,-0.034105,-0.046440,0.012336,0
2026-05-10T07:00:48.325Z,1778396447000,1778396447416,1778396448325,1778396448325,851675,852,80720.73,80737.99,80757.86,0.102121,0.108084,0.806856,0.793474,0.545955,0.600000,0.610000,buy,0.610000,0.620980,0.018000,0.390000,0.400000,0.185876,0.178149,0.007727,0,0.172494,0.164777,0.007717,0,-0.043245,-0.044314,0.001069,0
2026-05-10T07:00:49.677Z,1778396448000,1778396449431,1778396449677,1778396449677,850323,850,80720.73,80738.12,80757.86,0.102121,0.108084,0.807044,0.793660,0.546350,0.600000,0.610000,buy,0.610000,0.620980,0.018000,0.390000,0.400000,0.186064,0.180288,0.005777,0,0.172680,0.166914,0.005766,0,-0.042850,-0.043115,0.000266,0
2026-05-10T07:00:50.290Z,1778396449000,1778396449431,1778396450290,1778396450290,849710,850,80720.73,80739.04,80757.86,0.102121,0.108084,0.807130,0.793744,0.548807,0.600000,0.610000,buy,0.610000,0.620980,0.018000,0.390000,0.400000,0.186150,0.182435,0.003715,0,0.172764,0.169060,0.003704,0,-0.040393,-0.043843,0.003450,0
2026-05-10T07:00:51.423Z,1778396450000,1778396450259,1778396451423,1778396451423,848577,849,80720.73,80739.05,80757.86,0.102121,0.108084,0.807289,0.793900,0.548874,0.600000,0.610000,buy,0.610000,0.620980,0.018000,0.390000,0.400000,0.186309,0.183573,0.002736,0,0.172920,0.170196,0.002724,0,-0.040326,-0.043344,0.003018,0
2026-05-10T07:00:52.099Z,1778396451000,1778396451430,1778396452099,1778396452099,847901,848,80720.73,80739.08,80757.86,0.102121,0.108084,0.807383,0.793993,0.548966,0.600000,0.610000,buy,0.610000,0.620980,0.018000,0.390000,0.400000,0.186403,0.184722,0.001681,0,0.173013,0.171343,0.001671,0,-0.040234,-0.042345,0.002111,0
2026-05-10T07:00:53.339Z,1778396452000,1778396451430,1778396453339,1778396453339,846661,847,80720.73,80738.53,80757.86,0.102121,0.108084,0.807557,0.794165,0.547529,0.600000,0.610000,buy,0.610000,0.620980,0.018000,0.390000,0.400000,0.186577,0.185866,0.000712,0,0.173185,0.172484,0.000700,0,-0.041671,-0.041290,-0.000380,0
2026-05-10T07:00:53.975Z,1778396452000,1778396451430,1778396453975,1778396453975,846025,846,80720.73,80738.53,80757.86,0.102121,0.108084,0.807647,0.794252,0.547548,0.610000,0.620000,buy,0.620000,0.631160,0.018000,0.380000,0.390000,0.176487,0.187012,-0.010525,0,0.163092,0.173629,-0.010536,0,-0.051472,-0.040365,-0.011108,0
