iso_time,ts,published_at,fair_value,fair_value_blended_sigma,confidence,annualized_sigma,fair_value_deribit_iv,chainlink_price,btc_price,strike_price,yes_bid,yes_ask,no_bid,no_ask,time_to_expiry_ms,time_to_expiry_sec,yes_token_price,f,g,f_minus_g,f_deribit_iv,g_deribit_iv,f_minus_g_deribit_iv,f_mean_fv,g_mean_fv,f_minus_g_mean_fv
2026-04-22T04:45:09.705Z,1776833109705,1776833109705,0.490745,0.495585,0.890295,0.118935,0.496895,77570.65,77572.27,77571.77,0.430000,0.440000,0.560000,0.570000,890295,890,0.440000,0.050745,,,0.056895,,,0.055585,,
2026-04-22T04:45:10.162Z,1776833110162,1776833110162,0.457427,0.476657,0.889838,0.151186,0.483750,77565.13,77570.01,77571.77,0.430000,0.440000,0.560000,0.570000,889838,890,0.440000,0.017427,,,0.043750,,,0.036657,,
2026-04-22T04:45:10.460Z,1776833110460,1776833110460,0.457420,0.476654,0.889540,0.151186,0.483748,77565.13,77570.01,77571.77,0.420000,0.440000,0.560000,0.580000,889540,890,0.440000,0.017420,,,0.043748,,,0.036654,,
2026-04-22T04:45:10.519Z,1776833110519,1776833110519,0.457418,0.476653,0.889481,0.151186,0.483747,77565.13,77570.01,77571.77,0.420000,0.430000,0.570000,0.580000,889481,889,0.430000,0.027418,,,0.053747,,,0.046653,,
2026-04-22T04:45:11.644Z,1776833111644,1776833111644,0.430301,0.451744,0.888356,0.212919,0.463001,77556.43,77570.01,77571.77,0.420000,0.430000,0.570000,0.580000,888356,888,0.430000,0.000301,,,0.033001,,,0.021744,,
2026-04-22T04:45:12.059Z,1776833112059,1776833112059,0.430285,0.451733,0.887941,0.212919,0.462993,77556.43,77570.01,77571.77,0.410000,0.420000,0.580000,0.590000,887941,888,0.420000,0.010285,,,0.042993,,,0.031733,,
2026-04-22T04:45:12.315Z,1776833112315,1776833112315,0.425845,0.449644,0.887685,0.206629,0.461780,77555.92,77570.01,77571.77,0.410000,0.420000,0.580000,0.590000,887685,888,0.420000,0.005845,,,0.041780,,,0.029644,,
2026-04-22T04:45:13.047Z,1776833113047,1776833113047,0.425964,0.450706,0.886953,0.200529,0.462949,77556.42,77565.36,77571.77,0.410000,0.420000,0.580000,0.590000,886953,887,0.420000,0.005964,,,0.042949,,,0.030706,,
2026-04-22T04:45:14.168Z,1776833114168,1776833114168,0.425918,0.450676,0.885832,0.200529,0.462926,77556.42,77559.94,77571.77,0.400000,0.420000,0.580000,0.600000,885832,886,0.420000,0.005918,,,0.042926,,,0.030676,,
2026-04-22T04:45:14.710Z,1776833114710,1776833114710,0.415729,0.444487,0.885290,0.197170,0.458513,77554.57,77559.94,77571.77,0.400000,0.420000,0.580000,0.600000,885290,885,0.420000,-0.004271,,,0.038513,,,0.024487,,
