iso_time,chainlink_ts,binance_ts,binance_redis_ts,fair_value_redis_ts,time_to_expiry_ms,time_to_expiry_sec,strike_price,chainlink_price,binance_btcusdc_price,annualized_sigma_5m,annualized_sigma_10m,fair_value_sigma_5m,fair_value_sigma_10m,fair_value_deribit_iv,yes_bid,yes_ask,no_bid,no_ask,f_sigma_5m,g_sigma_5m,f_minus_g_sigma_5m,trade_signal_sigma_5m,f_sigma_10m,g_sigma_10m,f_minus_g_sigma_10m,trade_signal_sigma_10m,f_deribit_iv,g_deribit_iv,f_minus_g_deribit_iv,trade_signal_deribit_iv
2026-05-06T06:00:10.163Z,1778047209000,1778047209408,1778047210163,1778047210163,889837,890,81316.70,81320.83,81352.79,0.285678,0.289141,0.614743,0.613399,0.509713,0.540000,0.550000,0.450000,0.460000,0.064743,,,0,0.063399,,,0,-0.030287,,,0
2026-05-06T06:00:10.551Z,1778047209000,1778047210417,1778047210551,1778047210551,889449,889,81316.70,81320.83,81352.79,0.285678,0.289141,0.614767,0.613423,0.509715,0.540000,0.560000,0.440000,0.460000,0.054767,,,0,0.053423,,,0,-0.030285,,,0
2026-05-06T06:00:10.609Z,1778047209000,1778047210417,1778047210609,1778047210609,889391,889,81316.70,81320.83,81352.79,0.285678,0.289141,0.614771,0.613427,0.509715,0.570000,0.590000,0.410000,0.430000,0.024771,,,0,0.023427,,,0,-0.060285,,,0
2026-05-06T06:00:10.845Z,1778047209000,1778047210417,1778047210845,1778047210845,889155,889,81316.70,81320.83,81352.79,0.285678,0.289141,0.614786,0.613442,0.509717,0.570000,0.580000,0.420000,0.430000,0.034786,,,0,0.033442,,,0,-0.060283,,,0
2026-05-06T06:00:11.845Z,1778047210000,1778047211403,1778047211845,1778047211845,888155,888,81316.70,81333.32,81352.79,0.285678,0.289141,0.614849,0.613504,0.540278,0.610000,0.620000,0.380000,0.390000,0.004849,,,0,0.003504,,,0,-0.069722,,,0
2026-05-06T06:00:12.389Z,1778047211000,1778047211403,1778047212389,1778047212389,887611,888,81316.70,81335.43,81352.79,0.285678,0.289141,0.614883,0.613538,0.545418,0.590000,0.600000,0.400000,0.410000,0.014883,,,0,0.013538,,,0,-0.044582,,,0
2026-05-06T06:00:12.497Z,1778047211000,1778047212408,1778047212497,1778047212497,887503,888,81316.70,81335.43,81352.79,0.285678,0.289141,0.614890,0.613545,0.545421,0.580000,0.600000,0.400000,0.420000,0.014890,,,0,0.013545,,,0,-0.034579,,,0
2026-05-06T06:00:12.841Z,1778047211000,1778047212408,1778047212841,1778047212841,887159,887,81316.70,81335.43,81352.79,0.285678,0.289141,0.614912,0.613566,0.545430,0.570000,0.580000,0.420000,0.430000,0.034912,,,0,0.033566,,,0,-0.024570,,,0
2026-05-06T06:00:13.423Z,1778047212000,1778047212408,1778047213423,1778047213423,886577,887,81316.70,81335.55,81352.79,0.285678,0.289141,0.614949,0.613603,0.545750,0.570000,0.580000,0.420000,0.430000,0.034949,,,0,0.033603,,,0,-0.024250,,,0
2026-05-06T06:00:13.638Z,1778047212000,1778047213335,1778047213638,1778047213638,886362,886,81316.70,81335.55,81352.79,0.285678,0.289141,0.614962,0.613616,0.545755,0.550000,0.580000,0.420000,0.450000,0.034962,,,0,0.033616,,,0,-0.004245,,,0
2026-05-06T06:00:13.996Z,1778047213000,1778047213335,1778047213996,1778047213996,886004,886,81316.70,81335.21,81352.79,0.285678,0.289141,0.614985,0.613639,0.544926,0.550000,0.560000,0.440000,0.450000,0.054985,0.031851,0.023134,0,0.053639,0.030506,0.023132,0,-0.005074,-0.038309,0.033235,0
2026-05-06T06:00:14.006Z,1778047213000,1778047213335,1778047214006,1778047214006,885994,886,81316.70,81335.21,81352.79,0.285678,0.289141,0.614985,0.613639,0.544926,0.550000,0.590000,0.410000,0.450000,0.024985,0.030875,-0.005890,0,0.023639,0.029530,-0.005891,0,-0.005074,-0.035788,0.030714,0
2026-05-06T06:00:14.043Z,1778047213000,1778047213335,1778047214043,1778047214043,885957,886,81316.70,81335.21,81352.79,0.285678,0.289141,0.614988,0.613642,0.544927,0.580000,0.590000,0.410000,0.420000,0.024988,0.027897,-0.002909,0,0.023642,0.026552,-0.002910,0,-0.035073,-0.033266,-0.001806,0
2026-05-06T06:00:14.395Z,1778047213000,1778047213335,1778047214395,1778047214395,885605,886,81316.70,81335.21,81352.79,0.285678,0.289141,0.615010,0.613664,0.544936,0.570000,0.590000,0.410000,0.430000,0.025010,0.027919,-0.002909,0,0.023664,0.026573,-0.002910,0,-0.025064,-0.030745,0.005682,0
2026-05-06T06:00:14.412Z,1778047213000,1778047213335,1778047214412,1778047214412,885588,886,81316.70,81335.21,81352.79,0.285678,0.289141,0.615011,0.613665,0.544937,0.560000,0.580000,0.420000,0.440000,0.035011,0.026941,0.008070,0,0.033665,0.025595,0.008069,0,-0.015063,-0.027223,0.012160,0
2026-05-06T06:00:14.496Z,1778047213000,1778047214431,1778047214496,1778047214496,885504,886,81316.70,81335.21,81346.21,0.285678,0.289141,0.594410,0.593293,0.544939,0.560000,0.570000,0.430000,0.440000,0.024410,0.029957,-0.005547,0,0.023293,0.028612,-0.005318,0,-0.015061,-0.021757,0.006696,0
2026-05-06T06:00:14.604Z,1778047213000,1778047214431,1778047214604,1778047214604,885396,885,81316.70,81335.21,81346.21,0.285678,0.289141,0.594416,0.593299,0.544942,0.550000,0.570000,0.430000,0.450000,0.024416,0.030910,-0.006494,0,0.023299,0.029587,-0.006288,0,-0.005058,-0.018805,0.013747,0
2026-05-06T06:00:14.829Z,1778047213000,1778047214431,1778047214829,1778047214829,885171,885,81316.70,81335.21,81346.21,0.285678,0.289141,0.594428,0.593311,0.544947,0.530000,0.560000,0.440000,0.470000,0.034428,0.031863,0.002565,0,0.033311,0.030562,0.002748,0,0.014947,-0.015853,0.030801,0
2026-05-06T06:00:14.996Z,1778047214000,1778047214431,1778047214996,1778047214996,885004,885,81316.70,81333.67,81346.21,0.285678,0.289141,0.594437,0.593319,0.541184,0.530000,0.560000,0.440000,0.470000,0.034437,0.031814,0.002622,0,0.033319,0.030537,0.002782,0,0.011184,-0.011901,0.023085,0
2026-05-06T06:00:15.386Z,1778047214000,1778047214431,1778047215386,1778047215386,884614,885,81316.70,81333.67,81346.21,0.285678,0.289141,0.594457,0.593340,0.541193,0.530000,0.540000,0.460000,0.470000,0.054457,0.031763,0.022694,0,0.053340,0.030509,0.022831,0,0.001193,-0.008358,0.009551,0
2026-05-06T06:00:15.390Z,1778047214000,1778047214431,1778047215390,1778047215390,884610,885,81316.70,81333.67,81346.21,0.285678,0.289141,0.594457,0.593340,0.541193,0.520000,0.540000,0.460000,0.480000,0.054457,0.033713,0.020745,0,0.053340,0.032481,0.020859,0,0.001193,-0.007814,0.009007,0
2026-05-06T06:00:15.897Z,1778047214000,1778047215413,1778047215897,1778047215897,884103,884,81316.70,81333.67,81344.42,0.285678,0.289141,0.588834,0.587781,0.541205,0.530000,0.540000,0.460000,0.470000,0.048834,0.033660,0.015174,0,0.047781,0.032451,0.015330,0,0.001205,-0.007188,0.008393,0
2026-05-06T06:00:16.136Z,1778047215000,1778047215413,1778047216136,1778047216136,883864,884,81316.70,81333.67,81344.42,0.285678,0.289141,0.588846,0.587792,0.541212,0.530000,0.540000,0.460000,0.470000,0.048846,0.036045,0.012801,0,0.047792,0.034865,0.012927,0,0.001212,-0.006560,0.007772,0
2026-05-06T06:00:16.139Z,1778047215000,1778047215413,1778047216139,1778047216139,883861,884,81316.70,81333.67,81344.42,0.285678,0.289141,0.588846,0.587792,0.541212,0.520000,0.540000,0.460000,0.480000,0.048846,0.038431,0.010416,0,0.047792,0.037280,0.010512,0,0.001212,-0.002931,0.004143,0
2026-05-06T06:00:16.338Z,1778047215000,1778047215413,1778047216338,1778047216338,883662,884,81316.70,81333.67,81344.42,0.285678,0.289141,0.588856,0.587802,0.541217,0.520000,0.530000,0.470000,0.480000,0.058856,0.040814,0.018042,0,0.057802,0.039693,0.018109,0,0.011217,-0.000304,0.011521,0
2026-05-06T06:00:16.738Z,1778047215000,1778047216431,1778047216738,1778047216738,883262,883,81316.70,81333.67,81344.42,0.285678,0.289141,0.588876,0.587822,0.541226,0.520000,0.540000,0.460000,0.480000,0.048876,0.043199,0.005677,0,0.047822,0.042107,0.005715,0,0.001226,0.002324,-0.001098,0
2026-05-06T06:00:16.901Z,1778047215000,1778047216431,1778047216901,1778047216901,883099,883,81316.70,81333.67,81344.42,0.285678,0.289141,0.588884,0.587830,0.541230,0.510000,0.540000,0.460000,0.490000,0.048884,0.045645,0.003239,0,0.047830,0.044560,0.003270,0,0.001230,0.003953,-0.002723,0
2026-05-06T06:00:17.214Z,1778047216000,1778047216431,1778047217214,1778047217214,882786,883,81316.70,81332.37,81344.42,0.285678,0.289141,0.588900,0.587845,0.538076,0.530000,0.540000,0.460000,0.470000,0.048900,0.048092,0.000808,0,0.047845,0.047013,0.000833,0,-0.001924,0.004582,-0.006506,0
2026-05-06T06:00:18.360Z,1778047217000,1778047217412,1778047218360,1778047218360,881640,882,81316.70,81332.56,81344.42,0.285678,0.289141,0.588957,0.587902,0.538549,0.530000,0.540000,0.460000,0.470000,0.048957,0.049540,-0.000582,0,0.047902,0.048466,-0.000564,0,-0.001451,0.002895,-0.004346,0
2026-05-06T06:00:19.495Z,1778047218000,1778047219421,1778047219495,1778047219495,880505,881,81316.70,81332.55,81344.42,0.285678,0.289141,0.589014,0.587958,0.538568,0.530000,0.540000,0.460000,0.470000,0.049014,0.050992,-0.001978,0,0.047958,0.049925,-0.001967,0,-0.001432,0.001631,-0.003064,0
2026-05-06T06:00:20.587Z,1778047219000,1778047220383,1778047220587,1778047220587,879413,879,81316.70,81332.58,81344.42,0.285678,0.289141,0.589069,0.588012,0.538649,0.530000,0.540000,0.460000,0.470000,0.049069,0.050447,-0.001379,0,0.048012,0.049386,-0.001374,0,-0.001351,0.001369,-0.002720,0
2026-05-06T06:00:21.040Z,1778047220000,1778047220383,1778047221040,1778047221040,878960,879,81316.70,81332.03,81344.42,0.285678,0.289141,0.589091,0.588035,0.537322,0.530000,0.540000,0.460000,0.470000,0.049091,0.049908,-0.000817,0,0.048035,0.048854,-0.000819,0,-0.002678,0.001115,-0.003792,0
2026-05-06T06:00:21.464Z,1778047220000,1778047221411,1778047221464,1778047221464,878536,879,81316.70,81332.03,81360.45,0.285678,0.289141,0.639058,0.637454,0.537331,0.550000,0.560000,0.440000,0.450000,0.079058,0.049934,0.029124,0,0.077454,0.048879,0.028575,0,-0.012669,0.000726,-0.013395,0
2026-05-06T06:00:21.663Z,1778047220000,1778047221411,1778047221663,1778047221663,878337,878,81316.70,81332.03,81360.45,0.285678,0.289141,0.639073,0.637469,0.537336,0.590000,0.600000,0.400000,0.410000,0.039073,0.052955,-0.013882,0,0.037469,0.051845,-0.014377,0,-0.052664,-0.000662,-0.052002,0
2026-05-06T06:00:22.140Z,1778047221000,1778047221411,1778047222140,1778047222140,877860,878,81316.70,81330.34,81360.45,0.285678,0.289141,0.639110,0.637505,0.533197,0.590000,0.600000,0.400000,0.410000,0.039110,0.051978,-0.012868,0,0.037505,0.050813,-0.013308,0,-0.056803,-0.006050,-0.050753,0
2026-05-06T06:00:23.207Z,1778047222000,1778047222390,1778047223207,1778047223207,876793,877,81316.70,81340.38,81360.45,0.285678,0.289141,0.639191,0.637585,0.557809,0.590000,0.600000,0.400000,0.410000,0.039191,0.050003,-0.010812,0,0.037585,0.048783,-0.011198,0,-0.032191,-0.012851,-0.019339,0
2026-05-06T06:00:23.260Z,1778047222000,1778047222390,1778047223260,1778047223260,876740,877,81316.70,81340.38,81360.45,0.285678,0.289141,0.639195,0.637589,0.557811,0.580000,0.600000,0.400000,0.420000,0.039195,0.049035,-0.009839,0,0.037589,0.047759,-0.010170,0,-0.022189,-0.016193,-0.005996,0
2026-05-06T06:00:23.300Z,1778047222000,1778047222390,1778047223300,1778047223300,876700,877,81316.70,81340.38,81360.45,0.285678,0.289141,0.639198,0.637592,0.557812,0.580000,0.590000,0.410000,0.420000,0.049198,0.048066,0.001132,0,0.047592,0.046735,0.000857,0,-0.022188,-0.018535,-0.003653,0
2026-05-06T06:00:24.282Z,1778047223000,1778047223408,1778047224282,1778047224282,875718,876,81316.70,81341.86,81360.45,0.285678,0.289141,0.639273,0.637667,0.561462,0.560000,0.590000,0.410000,0.440000,0.049273,0.048096,0.001178,0,0.047667,0.046710,0.000957,0,0.001462,-0.020562,0.022023,0
2026-05-06T06:00:24.373Z,1778047223000,1778047223408,1778047224373,1778047224373,875627,876,81316.70,81341.86,81360.45,0.285678,0.289141,0.639280,0.637674,0.561465,0.560000,0.630000,0.370000,0.440000,0.009280,0.048127,-0.038847,0,0.007674,0.046687,-0.039013,0,0.001465,-0.020270,0.021735,0
2026-05-06T06:00:24.986Z,1778047223000,1778047224406,1778047224986,1778047224986,875014,875,81316.70,81341.86,81360.45,0.285678,0.289141,0.639327,0.637720,0.561487,0.560000,0.570000,0.430000,0.440000,0.069327,0.044154,0.025173,0,0.067720,0.042658,0.025062,0,0.001487,-0.019981,0.021467,0
2026-05-06T06:00:25.802Z,1778047224000,1778047225419,1778047225802,1778047225802,874198,874,81316.70,81345.46,81360.45,0.285678,0.289141,0.639390,0.637782,0.570288,0.560000,0.580000,0.420000,0.440000,0.059390,0.046180,0.013210,0,0.057782,0.044629,0.013153,0,-0.009712,-0.019697,0.009984,0
2026-05-06T06:00:26.595Z,1778047225000,1778047226409,1778047226595,1778047226595,873405,873,81316.70,81345.38,81360.49,0.285678,0.289141,0.639604,0.637994,0.570107,0.560000,0.570000,0.430000,0.440000,0.069604,0.047210,0.022394,0,0.067994,0.045604,0.022390,0,0.000107,-0.020400,0.020507,0
2026-05-06T06:00:26.936Z,1778047225000,1778047226409,1778047226936,1778047226936,873064,873,81316.70,81345.38,81360.49,0.285678,0.289141,0.639630,0.638019,0.570121,0.560000,0.580000,0.420000,0.440000,0.059630,0.046264,0.013366,0,0.058019,0.044658,0.013362,0,-0.009879,-0.019123,0.009243,0
2026-05-06T06:00:27.481Z,1778047226000,1778047227363,1778047227481,1778047227481,872519,873,81316.70,81345.38,81360.49,0.285678,0.289141,0.639672,0.638061,0.570139,0.560000,0.580000,0.420000,0.440000,0.059672,0.048320,0.011352,0,0.058061,0.046713,0.011348,0,-0.009861,-0.014844,0.004983,0
2026-05-06T06:00:27.507Z,1778047226000,1778047227363,1778047227507,1778047227507,872493,872,81316.70,81345.38,81360.49,0.285678,0.289141,0.639674,0.638063,0.570140,0.570000,0.580000,0.420000,0.430000,0.059674,0.050376,0.009298,0,0.058063,0.048768,0.009295,0,0.000140,-0.010150,0.010290,0
2026-05-06T06:00:28.298Z,1778047227000,1778047227363,1778047228298,1778047228298,871702,872,81316.70,81346.29,81360.49,0.285678,0.289141,0.639735,0.638123,0.572395,0.570000,0.580000,0.420000,0.430000,0.059735,0.052424,0.007310,0,0.058123,0.050816,0.007307,0,0.002395,-0.006917,0.009312,0
2026-05-06T06:00:28.330Z,1778047227000,1778047227363,1778047228330,1778047228330,871670,872,81316.70,81346.29,81360.49,0.285678,0.289141,0.639737,0.638126,0.572397,0.590000,0.600000,0.400000,0.410000,0.039737,0.054478,-0.014741,0,0.038126,0.052869,-0.014744,0,-0.017603,-0.004458,-0.013145,0
2026-05-06T06:00:28.419Z,1778047227000,1778047227363,1778047228419,1778047228419,871581,872,81316.70,81346.29,81360.49,0.285678,0.289141,0.639744,0.638133,0.572401,0.590000,0.610000,0.390000,0.410000,0.029744,0.053532,-0.023788,0,0.028133,0.051923,-0.023790,0,-0.017599,-0.004000,-0.013599,0
2026-05-06T06:00:29.581Z,1778047228000,1778047229425,1778047229581,1778047229581,870419,870,81316.70,81345.19,81360.49,0.285678,0.289141,0.639834,0.638221,0.569777,0.590000,0.600000,0.400000,0.410000,0.039834,0.051579,-0.011745,0,0.038221,0.049969,-0.011748,0,-0.020223,-0.005906,-0.014317,0
