iso_time,ts,published_at,chainlink_ts,binance_ts,fair_value,fair_value_sigma_1m,fair_value_sigma_5m,fair_value_blended_sigma,confidence,annualized_sigma,annualized_sigma_1m,annualized_sigma_5m,fair_value_deribit_iv,chainlink_price,btc_price,strike_price,yes_bid,yes_ask,no_bid,no_ask,time_to_expiry_ms,time_to_expiry_sec,yes_token_price,f,g,f_minus_g,f_deribit_iv,g_deribit_iv,f_minus_g_deribit_iv,f_mean_fv,g_mean_fv,f_minus_g_mean_fv
2026-04-24T04:00:10.047Z,1777003210047,1777003210047,1777003208000,1777003209371,0.500792,0.499825,0.500087,0.500390,0.889953,0.210921,0.539622,0.410522,0.500130,77755.63,77765.49,77755.41,0.450000,0.470000,0.530000,0.550000,889953,890,0.470000,0.030792,-0.072684,0.103476,0.030130,-0.018374,0.048504,0.030390,-0.029799,0.060189
2026-04-24T04:00:10.322Z,1777003210322,1777003210322,1777003208000,1777003209371,0.500792,0.499825,0.500087,0.500390,0.889678,0.210921,0.539622,0.410522,0.500130,77755.63,77765.49,77755.41,0.450000,0.460000,0.540000,0.550000,889678,890,0.460000,0.040792,-0.058601,0.099393,0.040130,-0.010851,0.050981,0.040390,-0.020857,0.061247
2026-04-24T04:00:10.325Z,1777003210325,1777003210325,1777003208000,1777003209371,0.500792,0.499825,0.500087,0.500390,0.889675,0.210921,0.539622,0.410522,0.500130,77755.63,77765.49,77755.41,0.450000,0.470000,0.530000,0.550000,889675,890,0.470000,0.030792,-0.043516,0.074308,0.030130,-0.002328,0.032458,0.030390,-0.010914,0.041305
2026-04-24T04:00:10.357Z,1777003210357,1777003210357,1777003208000,1777003210258,0.500792,0.499825,0.500087,0.500391,0.889643,0.210921,0.539622,0.410522,0.500130,77755.63,77765.49,77755.41,0.460000,0.470000,0.530000,0.540000,889643,890,0.470000,0.030792,-0.028967,0.059759,0.030130,0.005248,0.024882,0.030391,-0.001864,0.032255
2026-04-24T04:00:10.421Z,1777003210421,1777003210421,1777003208000,1777003210258,0.500792,0.499825,0.500087,0.500391,0.889579,0.210921,0.539622,0.410522,0.500130,77755.63,77765.49,77755.41,0.440000,0.470000,0.530000,0.560000,889579,890,0.470000,0.030792,-0.016416,0.047208,0.030130,0.010824,0.019306,0.030391,0.005186,0.025204
2026-04-24T04:00:10.448Z,1777003210448,1777003210448,1777003208000,1777003210258,0.500792,0.499825,0.500087,0.500391,0.889552,0.210921,0.539622,0.410522,0.500130,77755.63,77765.49,77755.41,0.460000,0.470000,0.530000,0.540000,889552,890,0.470000,0.030792,-0.003864,0.034657,0.030130,0.016400,0.013730,0.030391,0.012237,0.018154
2026-04-24T04:00:10.458Z,1777003210458,1777003210458,1777003208000,1777003210258,0.500792,0.499825,0.500087,0.500391,0.889542,0.210921,0.539622,0.410522,0.500130,77755.63,77765.49,77755.41,0.440000,0.470000,0.530000,0.560000,889542,890,0.470000,0.030792,0.007687,0.023105,0.030130,0.020977,0.009153,0.030391,0.018288,0.012103
2026-04-24T04:00:10.523Z,1777003210523,1777003210523,1777003209000,1777003210258,0.494039,0.497235,0.496682,0.495728,0.889477,0.206091,0.539622,0.410522,0.496568,77754.19,77765.49,77755.41,0.440000,0.470000,0.530000,0.560000,889477,889,0.470000,0.024039,0.019238,0.004801,0.026568,0.025553,0.001015,0.025728,0.024339,0.001390
2026-04-24T04:00:10.709Z,1777003210709,1777003210709,1777003209000,1777003210258,0.494039,0.497235,0.496682,0.495728,0.889291,0.206091,0.539622,0.410522,0.496568,77754.19,77765.49,77755.41,0.440000,0.450000,0.550000,0.560000,889291,889,0.450000,0.044039,0.029117,0.014922,0.046568,0.028774,0.017794,0.045728,0.028924,0.016804
2026-04-24T04:00:11.237Z,1777003211237,1777003211237,1777003210000,1777003210258,0.479641,0.491694,0.489398,0.485762,0.888763,0.207174,0.539622,0.410522,0.488948,77751.09,77765.49,77755.41,0.440000,0.450000,0.550000,0.560000,888763,889,0.450000,0.029641,0.031441,-0.001800,0.038948,0.031418,0.007531,0.035762,0.031458,0.004304
2026-04-24T04:00:12.711Z,1777003212711,1777003212711,1777003211000,1777003212430,0.466890,0.486829,0.483006,0.476987,0.887289,0.206510,0.539622,0.410522,0.482261,77748.38,77765.49,77755.41,0.440000,0.450000,0.550000,0.560000,887289,887,0.450000,0.016890,0.032326,-0.015436,0.032261,0.033300,-0.001039,0.026987,0.032995,-0.006008
2026-04-24T04:00:12.864Z,1777003212864,1777003212864,1777003211000,1777003212430,0.466887,0.486828,0.483004,0.476985,0.887136,0.206510,0.539622,0.410522,0.482259,77748.38,77765.49,77755.41,0.430000,0.450000,0.550000,0.570000,887136,887,0.450000,0.016887,0.030936,-0.014049,0.032259,0.033513,-0.001253,0.026985,0.032655,-0.005670
2026-04-24T04:00:13.469Z,1777003213469,1777003213469,1777003212000,1777003213392,0.467291,0.487356,0.483697,0.477710,0.886531,0.200288,0.539622,0.410522,0.482984,77748.68,77765.49,77755.41,0.430000,0.450000,0.550000,0.570000,886531,887,0.450000,0.017291,0.028546,-0.011255,0.032984,0.032726,0.000259,0.027710,0.031314,-0.003605
2026-04-24T04:00:13.697Z,1777003213697,1777003213697,1777003212000,1777003213392,0.467287,0.487355,0.483695,0.477707,0.886303,0.200288,0.539622,0.410522,0.482982,77748.68,77765.49,77755.41,0.430000,0.440000,0.560000,0.570000,886303,886,0.440000,0.027287,0.027196,0.000091,0.042982,0.033011,0.009971,0.037707,0.031046,0.006661
2026-04-24T04:00:14.180Z,1777003214180,1777003214180,1777003213000,1777003213392,0.465586,0.487105,0.483368,0.477024,0.885820,0.194202,0.539622,0.410522,0.482639,77748.54,77765.49,77755.41,0.430000,0.440000,0.560000,0.570000,885820,886,0.440000,0.025586,0.026845,-0.001259,0.042639,0.034296,0.008343,0.037024,0.031778,0.005246
2026-04-24T04:00:15.203Z,1777003215203,1777003215203,1777003213000,1777003214339,0.465566,0.487098,0.483359,0.477011,0.884797,0.194202,0.539622,0.410522,0.482630,77748.54,77761.17,77755.41,0.420000,0.440000,0.560000,0.580000,884797,885,0.440000,0.025566,0.026325,-0.000758,0.042630,0.035547,0.007083,0.037011,0.032441,0.004570
2026-04-24T04:00:15.456Z,1777003215456,1777003215456,1777003213000,1777003215429,0.465562,0.487097,0.483356,0.477008,0.884544,0.194202,0.539622,0.410522,0.482627,77748.54,77761.17,77755.41,0.420000,0.430000,0.570000,0.580000,884544,885,0.430000,0.035562,0.025802,0.009760,0.052627,0.036797,0.015830,0.047008,0.033103,0.013905
2026-04-24T04:00:15.547Z,1777003215547,1777003215547,1777003214000,1777003215429,0.458044,0.484725,0.480240,0.472446,0.884453,0.189731,0.539622,0.410522,0.479368,77747.22,77761.17,77755.41,0.420000,0.430000,0.570000,0.580000,884453,884,0.430000,0.028044,0.026279,0.001765,0.049368,0.039047,0.010321,0.042446,0.034765,0.007681
2026-04-24T04:00:16.272Z,1777003216272,1777003216272,1777003215000,1777003215429,0.452567,0.483244,0.478294,0.469436,0.883728,0.184525,0.539622,0.410522,0.477332,77746.40,77761.17,77755.41,0.420000,0.430000,0.570000,0.580000,883728,884,0.430000,0.022567,0.026679,-0.004112,0.047332,0.041327,0.006005,0.039436,0.036437,0.003000
2026-04-24T04:00:17.117Z,1777003217117,1777003217117,1777003216000,1777003216249,0.450278,0.482969,0.477933,0.468625,0.882883,0.178923,0.539622,0.410522,0.476954,77746.25,77761.17,77755.41,0.420000,0.430000,0.570000,0.580000,882883,883,0.430000,0.020278,0.024532,-0.004254,0.046954,0.041403,0.005551,0.038625,0.035807,0.002818
2026-04-24T04:00:18.508Z,1777003218508,1777003218508,1777003217000,1777003218383,0.438535,0.479223,0.473013,0.461462,0.881492,0.177326,0.539622,0.410522,0.471807,77744.17,77761.17,77755.41,0.420000,0.430000,0.570000,0.580000,881492,881,0.430000,0.008535,0.023596,-0.015061,0.041807,0.042204,-0.000396,0.031462,0.036094,-0.004632
2026-04-24T04:00:18.568Z,1777003218568,1777003218568,1777003217000,1777003218383,0.438533,0.479222,0.473012,0.461461,0.881432,0.177326,0.539622,0.410522,0.471806,77744.17,77761.17,77755.41,0.420000,0.440000,0.560000,0.580000,881432,881,0.440000,-0.001467,0.022760,-0.024227,0.031806,0.043158,-0.011352,0.021461,0.036541,-0.015081
2026-04-24T04:00:18.633Z,1777003218633,1777003218633,1777003217000,1777003218383,0.438531,0.479222,0.473011,0.461459,0.881367,0.177326,0.539622,0.410522,0.471805,77744.17,77761.17,77755.41,0.430000,0.440000,0.560000,0.570000,881367,881,0.440000,-0.001469,0.020925,-0.022394,0.031805,0.043113,-0.011308,0.021459,0.035989,-0.014530
2026-04-24T04:00:19.171Z,1777003219171,1777003219171,1777003218000,1777003218383,0.438324,0.479759,0.473716,0.462126,0.880829,0.172007,0.539622,0.410522,0.472543,77744.47,77761.17,77755.41,0.430000,0.440000,0.560000,0.570000,880829,881,0.440000,-0.001676,0.019049,-0.020725,0.032543,0.042995,-0.010452,0.022126,0.035364,-0.013237
2026-04-24T04:00:20.534Z,1777003220534,1777003220534,1777003219000,1777003220404,0.439682,0.480748,0.475015,0.463699,0.879466,0.167059,0.539622,0.410522,0.473902,77745.03,77761.17,77755.41,0.430000,0.440000,0.560000,0.570000,879466,879,0.440000,-0.000318,0.016153,-0.016471,0.033902,0.041951,-0.008049,0.023699,0.033806,-0.010106
2026-04-24T04:00:21.230Z,1777003221230,1777003221230,1777003220000,1777003220404,0.439538,0.481263,0.475691,0.464376,0.878770,0.162051,0.539622,0.410522,0.474609,77745.32,77761.17,77755.41,0.430000,0.440000,0.560000,0.570000,878770,879,0.440000,-0.000462,0.013562,-0.014024,0.034609,0.041077,-0.006469,0.024376,0.032473,-0.008097
2026-04-24T04:00:22.762Z,1777003222762,1777003222762,1777003221000,1777003222431,0.434876,0.480416,0.474579,0.462418,0.877238,0.157327,0.539622,0.410522,0.473445,77744.86,77761.17,77755.41,0.430000,0.440000,0.560000,0.570000,877238,877,0.440000,-0.005124,0.010959,-0.016084,0.033445,0.040275,-0.006830,0.022418,0.031210,-0.008792
2026-04-24T04:00:23.838Z,1777003223838,1777003223838,1777003222000,1777003223378,0.435424,0.481131,0.475518,0.463515,0.876162,0.152700,0.539622,0.410522,0.474427,77745.26,77761.17,77755.41,0.430000,0.440000,0.560000,0.570000,876162,876,0.440000,-0.004576,0.006891,-0.011466,0.034427,0.038357,-0.003930,0.023515,0.028751,-0.005235
2026-04-24T04:00:24.433Z,1777003224433,1777003224433,1777003223000,1777003224419,0.432345,0.480828,0.475119,0.462605,0.875567,0.148077,0.539622,0.410522,0.474010,77745.10,77761.17,77755.41,0.430000,0.440000,0.560000,0.570000,875567,876,0.440000,-0.007655,0.003629,-0.011284,0.034010,0.036863,-0.002853,0.022605,0.026858,-0.004253
2026-04-24T04:00:24.822Z,1777003224822,1777003224822,1777003224000,1777003224419,0.430048,0.480773,0.475047,0.462186,0.875178,0.143567,0.539622,0.410522,0.473935,77745.07,77761.17,77755.41,0.430000,0.440000,0.560000,0.570000,875178,875,0.440000,-0.009952,0.000607,-0.010559,0.033935,0.035531,-0.001596,0.022186,0.025175,-0.002988
2026-04-24T04:00:25.906Z,1777003225906,1777003225906,1777003225000,1777003225383,0.427387,0.480643,0.474876,0.461617,0.874094,0.139198,0.539622,0.410522,0.473756,77745.00,77761.17,77755.41,0.430000,0.440000,0.560000,0.570000,874094,874,0.440000,-0.012613,-0.002416,-0.010197,0.033756,0.034229,-0.000473,0.021617,0.023531,-0.001914
2026-04-24T04:00:26.857Z,1777003226857,1777003226857,1777003226000,1777003226419,0.424903,0.480583,0.474797,0.461191,0.873143,0.134959,0.539622,0.410522,0.473673,77744.98,77761.17,77755.41,0.430000,0.440000,0.560000,0.570000,873143,873,0.440000,-0.015097,-0.004531,-0.010565,0.033673,0.033424,0.000249,0.021191,0.022546,-0.001356
2026-04-24T04:00:27.934Z,1777003227934,1777003227934,1777003227000,1777003226419,0.422163,0.480479,0.474661,0.460678,0.872066,0.130851,0.539622,0.410522,0.473531,77744.93,77761.17,77755.41,0.430000,0.440000,0.560000,0.570000,872066,872,0.440000,-0.017837,-0.005894,-0.011942,0.033531,0.033611,-0.000080,0.020678,0.022519,-0.001841
2026-04-24T04:00:28.650Z,1777003228650,1777003228650,1777003227000,1777003228428,0.422132,0.480472,0.474651,0.460662,0.871350,0.130851,0.539622,0.410522,0.473520,77744.93,77761.17,77755.41,0.420000,0.430000,0.570000,0.580000,871350,871,0.430000,-0.007868,-0.007531,-0.000337,0.043520,0.033783,0.009737,0.030662,0.022441,0.008221
2026-04-24T04:00:28.928Z,1777003228928,1777003228928,1777003228000,1777003228428,0.419712,0.480469,0.474646,0.460358,0.871072,0.126864,0.539622,0.410522,0.473516,77744.92,77761.17,77755.41,0.420000,0.430000,0.570000,0.580000,871072,871,0.430000,-0.010288,-0.008150,-0.002137,0.043516,0.034881,0.008635,0.030358,0.023295,0.007064
2026-04-24T04:00:29.784Z,1777003229784,1777003229784,1777003228000,1777003229193,0.419673,0.480459,0.474634,0.460339,0.870216,0.126864,0.539622,0.410522,0.473503,77744.92,77761.17,77755.41,0.420000,0.440000,0.560000,0.580000,870216,870,0.440000,-0.020327,-0.009147,-0.011179,0.033503,0.035842,-0.002339,0.020339,0.023961,-0.003621
2026-04-24T04:00:29.988Z,1777003229988,1777003229988,1777003229000,1777003229193,0.417198,0.480461,0.474636,0.460049,0.870012,0.122999,0.539622,0.410522,0.473505,77744.93,77761.17,77755.41,0.420000,0.440000,0.560000,0.580000,870012,870,0.440000,-0.022802,-0.011134,-0.011668,0.033505,0.035732,-0.002227,0.020049,0.023557,-0.003508
2026-04-24T04:00:30.114Z,1777003230114,1777003230114,1777003229000,1777003229193,0.417193,0.480459,0.474634,0.460046,0.869886,0.122999,0.539622,0.410522,0.473503,77744.93,77761.17,77755.41,0.430000,0.440000,0.560000,0.570000,869886,870,0.440000,-0.022807,-0.012901,-0.009906,0.033503,0.035738,-0.002235,0.020046,0.023320,-0.003274
2026-04-24T04:00:31.022Z,1777003231022,1777003231022,1777003230000,1777003230346,0.415352,0.480619,0.474844,0.460095,0.868978,0.119264,0.539622,0.410522,0.473722,77745.02,77761.17,77755.41,0.430000,0.440000,0.560000,0.570000,868978,869,0.440000,-0.024648,-0.014725,-0.009924,0.033722,0.035645,-0.001923,0.020095,0.022973,-0.002878
2026-04-24T04:00:31.184Z,1777003231184,1777003231184,1777003230000,1777003230346,0.415344,0.480617,0.474841,0.460091,0.868816,0.119264,0.539622,0.410522,0.473720,77745.02,77761.17,77755.41,0.410000,0.440000,0.560000,0.590000,868816,869,0.440000,-0.024656,-0.016424,-0.008232,0.033720,0.035617,-0.001897,0.020091,0.022722,-0.002631
2026-04-24T04:00:31.205Z,1777003231205,1777003231205,1777003230000,1777003230346,0.415343,0.480617,0.474841,0.460091,0.868795,0.119264,0.539622,0.410522,0.473720,77745.02,77761.17,77755.41,0.410000,0.420000,0.580000,0.590000,868795,869,0.420000,-0.004657,-0.017894,0.013237,0.053720,0.035595,0.018125,0.040091,0.022513,0.017578
2026-04-24T04:00:31.225Z,1777003231225,1777003231225,1777003230000,1777003230346,0.415342,0.480617,0.474841,0.460090,0.868775,0.119264,0.539622,0.410522,0.473719,77745.02,77761.17,77755.41,0.400000,0.420000,0.580000,0.600000,868775,869,0.420000,-0.004658,-0.017099,0.012441,0.053719,0.037591,0.016128,0.040090,0.024360,0.015730
2026-04-24T04:00:31.545Z,1777003231545,1777003231545,1777003230000,1777003231391,0.415327,0.480614,0.474836,0.460083,0.868455,0.119264,0.539622,0.410522,0.473715,77745.02,77754.71,77755.41,0.400000,0.410000,0.590000,0.600000,868455,868,0.410000,0.005327,-0.016055,0.021382,0.063715,0.039596,0.024119,0.050083,0.026250,0.023833
2026-04-24T04:00:31.998Z,1777003231998,1777003231998,1777003231000,1777003231391,0.412668,0.480603,0.474823,0.459780,0.868002,0.115631,0.539622,0.410522,0.473700,77745.02,77754.71,77755.41,0.400000,0.410000,0.590000,0.600000,868002,868,0.410000,0.002668,-0.013738,0.016406,0.063700,0.042614,0.021086,0.049780,0.029191,0.020589
2026-04-24T04:00:32.762Z,1777003232762,1777003232762,1777003231000,1777003232399,0.412630,0.480595,0.474812,0.459762,0.867238,0.115631,0.539622,0.410522,0.473689,77745.02,77754.71,77755.41,0.390000,0.410000,0.590000,0.610000,867238,867,0.410000,0.002630,-0.012685,0.015315,0.063689,0.044632,0.019057,0.049762,0.031102,0.018660
2026-04-24T04:00:33.151Z,1777003233151,1777003233151,1777003232000,1777003232399,0.396557,0.476210,0.469054,0.450908,0.866849,0.119999,0.539622,0.410522,0.467666,77742.60,77754.71,77755.41,0.390000,0.410000,0.590000,0.610000,866849,867,0.410000,-0.013443,-0.011393,-0.002050,0.057666,0.046650,0.011017,0.040908,0.033043,0.007865
2026-04-24T04:00:33.364Z,1777003233364,1777003233364,1777003232000,1777003233399,0.396544,0.476207,0.469050,0.450902,0.866636,0.119999,0.539622,0.410522,0.467663,77742.60,77754.71,77755.41,0.390000,0.400000,0.600000,0.610000,866636,867,0.400000,-0.003456,-0.010705,0.007249,0.067663,0.049066,0.018597,0.050902,0.035100,0.015803
2026-04-24T04:00:34.160Z,1777003234160,1777003234160,1777003233000,1777003233399,0.383135,0.466388,0.456167,0.434272,0.865840,0.150760,0.539622,0.410522,0.454190,77737.18,77754.71,77755.41,0.390000,0.400000,0.600000,0.610000,865840,866,0.400000,-0.016865,-0.008770,-0.008095,0.054190,0.052482,0.001708,0.034272,0.038185,-0.003912
2026-04-24T04:00:35.206Z,1777003235206,1777003235206,1777003234000,1777003234342,0.375762,0.465203,0.454612,0.431426,0.864794,0.146611,0.539622,0.410522,0.452564,77736.54,77754.71,77755.41,0.390000,0.400000,0.600000,0.610000,864794,865,0.400000,-0.024238,-0.008176,-0.016062,0.052564,0.054550,-0.001986,0.031426,0.039608,-0.008181
2026-04-24T04:00:35.452Z,1777003235452,1777003235452,1777003234000,1777003235418,0.375745,0.465198,0.454606,0.431417,0.864548,0.146611,0.539622,0.410522,0.452557,77736.54,77754.71,77755.41,0.390000,0.420000,0.580000,0.610000,864548,865,0.420000,-0.044255,-0.008135,-0.036120,0.032557,0.056435,-0.023877,0.011417,0.040741,-0.029324
2026-04-24T04:00:36.014Z,1777003236014,1777003236014,1777003234000,1777003235418,0.375706,0.465187,0.454591,0.431395,0.863986,0.146611,0.539622,0.410522,0.452542,77736.54,77754.71,77755.41,0.410000,0.420000,0.580000,0.590000,863986,864,0.420000,-0.044294,-0.010095,-0.034199,0.032542,0.056318,-0.023776,0.011395,0.039873,-0.028479
2026-04-24T04:00:36.129Z,1777003236129,1777003236129,1777003235000,1777003235418,0.370642,0.464815,0.454104,0.430096,0.863871,0.142191,0.539622,0.410522,0.452033,77736.33,77754.71,77755.41,0.410000,0.420000,0.580000,0.590000,863871,864,0.420000,-0.049358,-0.014059,-0.035299,0.032033,0.054201,-0.022168,0.010096,0.037004,-0.026908
2026-04-24T04:00:37.438Z,1777003237438,1777003237438,1777003236000,1777003235418,0.368914,0.465373,0.454835,0.430671,0.862562,0.137977,0.539622,0.410522,0.452797,77736.65,77754.71,77755.41,0.410000,0.420000,0.580000,0.590000,862562,863,0.420000,-0.051086,-0.018529,-0.032557,0.032797,0.052032,-0.019235,0.010671,0.034004,-0.023333
2026-04-24T04:00:38.715Z,1777003238715,1777003238715,1777003237000,1777003238095,0.418444,0.474789,0.467187,0.451846,0.861285,0.162389,0.539622,0.410522,0.465714,77741.86,77754.71,77755.41,0.410000,0.420000,0.580000,0.590000,861285,861,0.420000,-0.001556,-0.024170,0.022614,0.045714,0.048940,-0.003226,0.031846,0.030063,0.001783
2026-04-24T04:00:39.427Z,1777003239427,1777003239427,1777003238000,1777003239233,0.415895,0.474779,0.467174,0.451400,0.860573,0.157442,0.539622,0.410522,0.465700,77741.86,77754.71,77755.41,0.410000,0.420000,0.580000,0.590000,860573,861,0.420000,-0.004105,-0.024592,0.020487,0.045700,0.047141,-0.001442,0.031400,0.028270,0.003131
2026-04-24T04:00:40.048Z,1777003240048,1777003240048,1777003239000,1777003239233,0.413329,0.474786,0.467184,0.450995,0.859952,0.152646,0.539622,0.410522,0.465710,77741.87,77754.71,77755.41,0.410000,0.420000,0.580000,0.590000,859952,860,0.420000,-0.006671,-0.025266,0.018595,0.045710,0.045343,0.000368,0.030995,0.026433,0.004561
2026-04-24T04:00:41.280Z,1777003241280,1777003241280,1777003240000,1777003240083,0.428842,0.479096,0.472841,0.459575,0.858720,0.153861,0.539622,0.410522,0.471627,77744.24,77754.71,77755.41,0.410000,0.420000,0.580000,0.590000,858720,859,0.420000,0.008842,-0.024588,0.033430,0.051627,0.044147,0.007480,0.039575,0.025442,0.014133
2026-04-24T04:00:42.403Z,1777003242403,1777003242403,1777003241000,1777003242283,0.411866,0.473199,0.465100,0.448530,0.857597,0.159759,0.539622,0.410522,0.463531,77741.01,77754.71,77755.41,0.410000,0.420000,0.580000,0.590000,857597,858,0.420000,-0.008134,-0.023359,0.015225,0.043531,0.042543,0.000988,0.028530,0.024309,0.004221
2026-04-24T04:00:42.949Z,1777003242949,1777003242949,1777003241000,1777003242283,0.411839,0.473191,0.465089,0.448514,0.857051,0.159759,0.539622,0.410522,0.463520,77741.01,77754.71,77755.41,0.430000,0.440000,0.560000,0.570000,857051,857,0.440000,-0.028161,-0.022485,-0.005676,0.023520,0.041478,-0.017958,0.008514,0.023735,-0.015221
