iso_time,ts,published_at,fair_value,confidence,sigma,annualized_sigma,fair_value_deribit_iv,chainlink_price,btc_price,strike_price,yes_bid,yes_ask,no_bid,no_ask,time_to_expiry_ms,time_to_expiry_sec,yes_token_price,f,g,f_minus_g
2026-04-20T06:30:53.181Z,1776666653181,1776666653181,0.867503,0.846819,0.000038,0.214822,0.713919,74459.30,74459.30,74366.92,0.760000,0.770000,0.230000,0.240000,846819,847,0.770000,0.097503,0.087746,0.009757
2026-04-20T06:30:53.995Z,1776666653995,1776666653995,0.867618,0.846005,0.000038,0.214822,0.714012,74459.30,74459.30,74366.92,0.740000,0.770000,0.230000,0.260000,846005,846,0.770000,0.097618,0.092339,0.005279
2026-04-20T06:30:54.019Z,1776666654019,1776666654019,0.867621,0.845981,0.000038,0.214822,0.714014,74459.30,74459.30,74366.92,0.740000,0.750000,0.250000,0.260000,845981,846,0.750000,0.117621,0.099150,0.018471
2026-04-20T06:30:54.071Z,1776666654071,1776666654071,0.867628,0.845929,0.000038,0.214822,0.714020,74459.30,74459.30,74366.92,0.730000,0.750000,0.250000,0.270000,845929,846,0.750000,0.117628,0.105048,0.012581
2026-04-20T06:30:54.093Z,1776666654093,1776666654093,0.867631,0.845907,0.000038,0.214822,0.714023,74459.30,74459.30,74366.92,0.730000,0.740000,0.260000,0.270000,845907,846,0.740000,0.127631,0.111600,0.016031
2026-04-20T06:30:54.100Z,1776666654100,1776666654100,0.867632,0.845900,0.000038,0.214822,0.714024,74459.30,74459.30,74366.92,0.720000,0.740000,0.260000,0.280000,845900,846,0.740000,0.127632,0.117626,0.010006
2026-04-20T06:30:54.138Z,1776666654138,1776666654138,0.867638,0.845862,0.000038,0.214822,0.714028,74459.30,74459.30,74366.92,0.720000,0.730000,0.270000,0.280000,845862,846,0.730000,0.137638,0.125630,0.012008
2026-04-20T06:30:54.197Z,1776666654197,1776666654197,0.855609,0.845803,0.000039,0.217549,0.706908,74455.90,74455.90,74366.92,0.720000,0.730000,0.270000,0.280000,845803,846,0.730000,0.125609,0.127228,-0.001619
2026-04-20T06:30:55.552Z,1776666655552,1776666655552,0.862825,0.844448,0.000038,0.210939,0.706742,74455.75,74455.75,74366.92,0.720000,0.730000,0.270000,0.280000,844448,844,0.730000,0.132825,0.130267,0.002557
2026-04-20T06:30:56.024Z,1776666656024,1776666656024,0.866543,0.843976,0.000037,0.205375,0.704644,74454.73,74454.73,74366.92,0.720000,0.730000,0.270000,0.280000,843976,844,0.730000,0.136543,0.132049,0.004494
2026-04-20T06:30:57.102Z,1776666657102,1776666657102,0.752237,0.842898,0.000052,0.290855,0.680008,74443.26,74443.26,74366.92,0.720000,0.730000,0.270000,0.280000,842898,843,0.730000,0.022237,0.110970,-0.088733
2026-04-20T06:30:58.882Z,1776666658882,1776666658882,0.761183,0.841118,0.000050,0.282376,0.681928,74444.05,74444.05,74366.92,0.720000,0.730000,0.270000,0.280000,841118,841,0.730000,0.031183,0.089679,-0.058496
2026-04-20T06:30:59.682Z,1776666659682,1776666659682,0.767087,0.840318,0.000049,0.273850,0.681241,74443.70,74443.70,74366.92,0.720000,0.730000,0.270000,0.280000,840318,840,0.730000,0.037087,0.071975,-0.034888
2026-04-20T06:31:00.662Z,1776666660662,1776666660662,0.767444,0.839338,0.000048,0.267422,0.677534,74441.97,74441.97,74366.92,0.720000,0.730000,0.270000,0.280000,839338,839,0.730000,0.037444,0.052899,-0.015455
2026-04-20T06:31:01.772Z,1776666661772,1776666661772,0.775584,0.838228,0.000046,0.259363,0.678450,74442.34,74442.34,74366.92,0.720000,0.730000,0.270000,0.280000,838228,838,0.730000,0.045584,0.034707,0.010877
2026-04-20T06:31:02.566Z,1776666662566,1776666662566,0.775692,0.837434,0.000046,0.259363,0.678529,74442.34,74442.34,74366.92,0.720000,0.740000,0.260000,0.280000,837434,837,0.740000,0.035692,0.037398,-0.001707
2026-04-20T06:31:02.649Z,1776666662649,1776666662649,0.783408,0.837351,0.000045,0.251494,0.679014,74442.55,74442.55,74366.92,0.720000,0.740000,0.260000,0.280000,837351,837,0.740000,0.043408,0.039843,0.003565
2026-04-20T06:31:02.840Z,1776666662840,1776666662840,0.783434,0.837160,0.000045,0.251494,0.679033,74442.55,74442.55,74366.92,0.760000,0.770000,0.230000,0.240000,837160,837,0.770000,0.013434,0.035112,-0.021678
2026-04-20T06:31:03.591Z,1776666663591,1776666663591,0.794186,0.836409,0.000044,0.247037,0.683829,74444.70,74444.70,74366.92,0.760000,0.770000,0.230000,0.240000,836409,836,0.770000,0.024186,0.032461,-0.008275
2026-04-20T06:31:04.301Z,1776666664301,1776666664301,0.804106,0.835699,0.000043,0.240449,0.686415,74445.85,74445.85,74366.92,0.760000,0.770000,0.230000,0.240000,835699,836,0.770000,0.034106,0.030165,0.003941
2026-04-20T06:31:05.899Z,1776666665899,1776666665899,0.769638,0.834101,0.000057,0.321753,0.712341,74457.85,74457.85,74366.92,0.760000,0.770000,0.230000,0.240000,834101,834,0.770000,-0.000362,0.022954,-0.023317
