iso_time,chainlink_ts,binance_ts,binance_redis_ts,fair_value_redis_ts,time_to_expiry_ms,time_to_expiry_sec,strike_price,chainlink_price,binance_btcusdc_price,annualized_sigma_5m,annualized_sigma_10m,fair_value_sigma_5m,fair_value_sigma_10m,fair_value_deribit_iv,yes_bid,yes_ask,no_bid,no_ask,f_sigma_5m,g_sigma_5m,f_minus_g_sigma_5m,trade_signal_sigma_5m,f_sigma_10m,g_sigma_10m,f_minus_g_sigma_10m,trade_signal_sigma_10m,f_deribit_iv,g_deribit_iv,f_minus_g_deribit_iv,trade_signal_deribit_iv
2026-04-27T19:00:50.892Z,1777316451000,1777316452430,1777316450892,1777316450892,849108,849,76821.39,76854.25,76868.99,0.239334,0.423362,0.690814,0.610595,0.585357,0.620000,0.630000,0.370000,0.380000,0.060814,,,0,-0.019405,,,0,-0.044643,,,0
2026-04-27T19:00:51.199Z,1777316451000,1777316452430,1777316451199,1777316451199,848801,849,76821.39,76854.25,76868.99,0.239334,0.423362,0.690846,0.610615,0.585372,0.620000,0.640000,0.360000,0.380000,0.050846,,,0,-0.029385,,,0,-0.054628,,,0
2026-04-27T19:00:51.383Z,1777316451000,1777316453337,1777316451383,1777316451383,848617,849,76821.39,76854.25,76871.05,0.239334,0.423362,0.698430,0.615298,0.585381,0.630000,0.640000,0.360000,0.370000,0.058430,,,0,-0.024702,,,0,-0.054619,,,0
2026-04-27T19:00:51.778Z,1777316452000,1777316453337,1777316451778,1777316451778,848222,848,76821.39,76854.29,76871.05,0.239334,0.423362,0.698472,0.615325,0.585519,0.630000,0.640000,0.360000,0.370000,0.058472,,,0,-0.024675,,,0,-0.054481,,,0
2026-04-27T19:00:52.455Z,1777316452000,1777316454418,1777316452455,1777316452455,847545,848,76821.39,76854.29,76863.67,0.239334,0.423362,0.671059,0.598551,0.585553,0.620000,0.640000,0.360000,0.380000,0.031059,,,0,-0.041449,,,0,-0.054447,,,0
2026-04-27T19:00:52.477Z,1777316453000,1777316454418,1777316452477,1777316452477,847523,848,76821.39,76855.49,76863.67,0.239334,0.423362,0.671061,0.598552,0.588629,0.620000,0.640000,0.360000,0.380000,0.031061,,,0,-0.041448,,,0,-0.051371,,,0
2026-04-27T19:00:52.536Z,1777316453000,1777316454418,1777316452536,1777316452536,847464,847,76821.39,76855.49,76863.67,0.239334,0.423362,0.671066,0.598555,0.588632,0.620000,0.630000,0.370000,0.380000,0.041066,,,0,-0.031445,,,0,-0.041368,,,0
2026-04-27T19:00:53.268Z,1777316453000,1777316455430,1777316453268,1777316453268,846732,847,76821.39,76855.49,76863.67,0.239334,0.423362,0.671136,0.598597,0.588670,0.610000,0.630000,0.370000,0.390000,0.041136,,,0,-0.031403,,,0,-0.041330,,,0
2026-04-27T19:00:53.307Z,1777316454000,1777316455430,1777316453307,1777316453307,846693,847,76821.39,76856.40,76863.67,0.239334,0.423362,0.671139,0.598600,0.591010,0.610000,0.630000,0.370000,0.390000,0.041139,,,0,-0.031400,,,0,-0.038990,,,0
2026-04-27T19:00:53.512Z,1777316454000,1777316455430,1777316453512,1777316453512,846488,846,76821.39,76856.40,76863.67,0.239334,0.423362,0.671159,0.598611,0.591021,0.610000,0.620000,0.380000,0.390000,0.051159,,,0,-0.021389,,,0,-0.028979,,,0
2026-04-27T19:00:54.618Z,1777316455000,1777316456390,1777316454618,1777316454618,845382,845,76821.39,76850.79,76863.67,0.239334,0.423362,0.671264,0.598675,0.576626,0.610000,0.620000,0.380000,0.390000,0.051264,0.046518,0.004746,0,-0.021325,-0.029670,0.008345,0,-0.043374,-0.046485,0.003112,0
2026-04-27T19:00:55.208Z,1777316455000,1777316456390,1777316455208,1777316455208,844792,845,76821.39,76850.79,76863.67,0.239334,0.423362,0.671320,0.598709,0.576653,0.600000,0.610000,0.390000,0.400000,0.061320,0.045563,0.015757,0,-0.011291,-0.029862,0.018571,0,-0.033347,-0.046359,0.013012,0
2026-04-27T19:00:55.374Z,1777316456000,1777316457409,1777316455374,1777316455374,844626,845,76821.39,76852.47,76863.67,0.239334,0.423362,0.671336,0.598719,0.581000,0.600000,0.610000,0.390000,0.400000,0.061336,0.046611,0.014725,0,-0.011281,-0.028053,0.016771,0,-0.029000,-0.044230,0.015231,0
